ts_code,indx_name,indx_csname,pub_party_name,pub_date,base_date,bp,adj_circle
TPX.JT,东证股价指数,东证股价指数,东京证券交易所,19690701,19680104,100.0,
718465.MI,MSCI中国A股质优价值100指数,MSCI中国A股质优价值100指数,摩根士丹利资本国际公司,20180604,20091130,1000.0,
931373.CSI,中证高股息龙头指数,股息龙头,中证指数有限公司,20191115,20131231,1000.0,半年
931381.CSI,中证长三角领先指数,中证长三角,中证指数有限公司,20191125,20121231,1000.0,半年
931455.CSI,中证港股通消费主题人民币指数,港股通消费CNY,中证指数有限公司,20200306,20141114,1000.0,半年
399088.SZ,深证创新100指数,深创100,深圳证券信息有限公司,20200218,20121231,1000.0,半年
SHAU.SGE,黄金集中定价(SHAU合约),SHAU,,,20160419,,
931523.CSI,中证沪港深动漫游戏指数,SHS动漫游戏,中证指数有限公司,20200708,20141114,1000.0,半年
707918L.MI,MSCI中国A股国际低波(美元)指数(本币),MSCI中国A股国际低波(美元)指数(本币),摩根士丹利资本国际公司,20150827,20081125,1000.0,
931648.CSI,中证500ESG基准指数,500ESG,中证指数有限公司,20210412,20170630,1000.0,半年
CBC00703.OTH,中债-中高等级公司债利差因子指数(全价),中债-中高等级公司债利差因子指数(全价),中央国债登记结算有限责任公司,20180615,20150630,100.0,三个月
CBA08303.OTH,中债-1-5年国开行债券指数(全价),中债-1-5年国开行债券指数(全价),中央国债登记结算有限责任公司,20190128,20111231,100.0,每日
CBA08203.OTH,中债-7-10年政策性金融债指数(全价),中债-7-10年政策性金融债指数(全价),中央国债登记结算有限责任公司,20190125,20111231,100.0,每日
CBA08903.OTH,中债-0-5年广东省地方政府债指数(全价),中债-0-5年广东省地方政府债指数(全价),中央国债登记结算有限责任公司,20180926,20141231,100.0,三个月
CBA12003.OTH,中债-0-3年长三角地方政府债指数(全价),中债-0-3年长三角地方政府债指数(全价),中央国债登记结算有限责任公司,20190709,20160531,100.0,每日
931772.CSI,中证碳中和60指数,碳中和60,中证指数有限公司,20211109,20170630,1000.0,半年
746059L.MI,MSCI中国A50互联互通(人民币)指数(本币),MSCI中国A50互联互通(人民币)指数(本币),摩根士丹利资本国际公司,20210917,20121130,1000.0,三个月
721638.MI,MSCI中国A股(人民币)ESG通用指数,MSCI中国A股(人民币)ESG通用指数,摩根士丹利资本国际公司,20180803,20180531,1000.0,
716567L.MI,MSCI中国A股国际通(人民币)指数(本币),MSCI中国A股国际通(人民币)指数(本币),摩根士丹利资本国际公司,20171023,20170831,1000.0,
931722CNY100.CSI,中证国新港股通央企红利人民币中间价指数,国新港股通央企红利CPR,中证指数有限公司,20230913,20161230,1000.0,一年
